,0,1
0,64.87418,3.0956736
1,66.18703,6.2167983
2,69.3481,8.333109
3,65.526764,3.6259966
4,65.18963,7.2057934
5,64.003395,-2.6158082
6,64.62493,5.1287007
7,65.7866,6.1346216
8,65.788445,2.3814719
9,63.498203,6.5207267
10,67.82452,6.6120267
11,68.33304,5.8953514
12,66.7395,8.136774
13,14.349721,3.1887565
14,72.09308,5.603746
15,72.36582,4.7400866
16,65.98787,6.789206
17,65.871796,7.9339085
18,68.33653,2.4920187
19,62.232136,7.507884
20,65.77251,4.8208785
21,67.07371,2.7762985
22,66.51111,6.7841053
23,63.890854,4.6454687
24,66.63955,5.260356
25,67.71668,1.6062022
26,71.47824,2.4986343
27,64.89224,7.9251466
28,67.66659,-1.0737923
29,70.68572,7.402053
30,67.545006,-0.7637862
31,72.48835,6.720911
32,69.30838,8.280373
33,64.81853,7.7018757
34,65.038246,6.060455
35,70.589516,5.5846
36,65.79395,9.117056
37,64.62012,6.8212023
38,71.01162,6.820227
39,63.565,3.005327
40,65.36233,6.6830926
41,63.015713,4.3310537
42,62.335865,2.9240613
43,69.176025,0.9336098
44,64.900925,5.0539904
45,64.402824,1.938823
46,66.71241,5.3592057
47,70.03023,4.6032424
48,64.701836,9.518079
49,-8.346214,27.337214
50,64.892685,-2.3125064
51,65.211784,-1.9094604
52,69.20691,3.140844
53,64.65821,6.1668
54,67.50145,5.4631233
55,61.253983,5.510354
56,66.12575,-7.562252
57,65.88844,7.7969875
58,67.59393,4.4235363
59,64.91784,3.3106828
60,66.743454,6.0856566
61,67.78489,7.4863405
62,65.46231,0.75843036
63,66.48136,3.311016
64,70.66368,1.2964286
65,68.28694,6.9968767
66,65.155624,-2.8128717
67,69.530876,3.6937625
68,47.69317,8.788617
69,69.615845,5.9525356
70,67.917305,4.2002974
71,71.42498,6.697485
72,66.10954,-7.5786047
73,69.90674,8.633398
74,66.34596,7.0474715
75,13.821228,3.4099474
76,63.46387,5.633226
77,65.72161,4.078497
78,68.47219,10.394649
79,65.296364,8.647078
80,66.16024,-0.26264542
81,70.295654,6.580086
82,13.914886,3.3930662
83,63.54606,7.9362497
84,64.84174,0.7639421
85,14.770321,-50.84668
86,71.85582,-0.41728717
87,71.43341,2.4136052
88,67.958145,9.842609
89,67.22977,8.23253
90,66.847176,2.0011134
91,70.04772,7.129531
92,33.54266,1.3306199
93,33.04721,1.4909538
94,36.81447,-0.03365833
95,34.122974,1.7788806
96,32.25956,0.34895086
97,35.309544,4.497297
98,48.62264,31.58799
99,37.271053,3.5060587
100,37.911854,2.8724232
101,36.364853,2.0237453
102,34.137314,6.709075
103,37.942104,-0.773605
104,32.40403,2.54103
105,38.114304,0.41346294
106,32.26555,1.2445928
107,31.539171,-1.715671
108,36.38292,-0.3169499
109,36.1365,1.536715
110,34.509945,-1.8727193
111,26.92509,4.8142395
112,32.993084,2.249455
113,33.911774,-3.1089914
114,33.6693,-0.51842445
115,30.64364,-4.1914477
116,31.03034,-0.7130544
117,38.97709,-1.2151018
118,34.703728,4.8190484
119,32.881714,-0.9014378
120,30.618326,-4.208852
121,37.045643,0.31033343
122,32.914448,-0.93551695
123,32.56651,3.4169285
124,47.529545,30.191378
125,37.540283,3.3579223
126,35.872803,0.96084553
127,26.919731,4.7109575
128,34.76055,0.68627334
129,47.29066,27.217459
130,46.77957,29.138866
131,31.25918,1.5486509
132,31.696571,4.1353464
133,36.429962,1.2986572
134,31.325218,1.6814018
135,36.334488,3.0587103
136,36.172485,0.96647304
137,36.470108,-1.5996269
138,34.429035,2.4328904
139,33.584858,-1.3501167
140,30.89767,0.27223593
141,32.961754,2.757268
142,33.570362,3.0970554
143,34.189747,4.84676
144,33.072712,0.4350553
145,26.914991,4.656445
146,32.791805,3.243063
147,35.4876,2.5154977
148,34.222267,-1.8543075
149,27.451654,2.777801
150,30.794624,2.8430452
151,47.11427,30.210106
152,45.24237,27.51133
153,44.750973,11.123586
154,31.42295,3.0808737
155,32.876846,-2.2278588
156,37.731617,-1.8599036
157,37.391193,1.489249
158,35.431683,2.886912
159,32.997177,3.9328542
160,31.493341,-0.28390032
161,33.57298,1.7403288
162,34.185257,0.41260293
163,33.845528,3.1953578
164,32.11387,2.2445526
165,35.258614,-0.4919002
166,34.435196,-1.0457437
167,35.29933,-1.3526148
168,47.318386,30.392035
169,34.0325,2.5791922
170,33.731396,0.8732859
171,33.223736,5.392961
172,38.583748,0.7445514
173,33.46651,3.8316348
174,86.71421,4.349331
175,82.71854,2.1251407
176,80.37425,6.7942443
177,87.114296,1.6089813
178,89.09147,5.2467856
179,81.14571,6.497146
180,84.697975,4.0051193
181,85.425606,4.442655
182,84.26399,6.3825207
183,83.7497,4.8631697
184,87.585396,4.541191
185,79.70138,8.267929
186,87.13035,2.1632578
187,86.463455,2.6070492
188,86.410706,0.56333643
189,85.72601,-0.026568823
190,86.273834,4.6330895
191,86.04676,3.1493547
192,82.180046,6.1584854
193,82.66042,0.80628586
194,85.891884,3.0716047
195,85.478355,3.460765
196,86.17556,1.274445
197,81.59896,5.040726
198,85.96535,4.4038935
199,83.69279,6.9654765
200,84.98593,1.153236
201,3.0635061,35.12253
202,87.71857,5.66297
203,85.39504,0.077520825
204,86.73996,6.970772
205,11.028756,34.280586
206,84.76258,5.547426
207,86.56712,5.1385646
208,86.05029,5.504502
209,79.67784,6.995846
210,85.1556,1.2672402
211,85.88975,5.0024757
212,84.53743,5.8545537
213,85.67911,8.604679
214,85.0594,3.2642674
215,78.27528,12.71401
216,84.60809,3.3021286
217,86.58205,5.5818467
218,85.626976,1.9155102
219,87.38133,3.0797904
220,79.71192,10.429267
221,90.42289,10.006988
222,84.76968,0.90886515
223,83.72607,7.359754
224,90.23586,8.190105
225,89.51254,8.390561
226,78.522194,11.299211
227,85.53138,6.4134707
228,86.957016,11.408814
229,87.42769,10.464228
230,90.78339,7.683698
231,89.56715,8.341547
232,90.767914,10.583402
233,90.009834,8.9414015
234,87.60475,10.214999
235,78.72343,12.105922
236,84.563065,2.0496411
237,79.48245,12.208637
238,81.00248,7.8431797
239,86.81707,1.2539462
240,91.25914,7.9072375
241,79.47703,10.769525
242,78.76681,12.16246
243,79.20405,11.153553
244,79.05383,13.392241
245,82.894264,4.641528
246,-2.7076988,-20.060522
247,-4.9969473,-13.33796
248,-4.175164,-13.006289
249,-39.076923,7.141218
250,0.10339931,-11.734661
251,13.311996,-9.857712
252,-0.6180527,-18.122576
253,-4.6245995,-19.093626
254,0.9014737,-13.366228
255,3.168526,-11.480629
256,1.8774196,-13.934429
257,13.015034,-11.466709
258,-22.237823,3.417458
259,-0.8316891,-14.091638
260,12.6406145,-10.963609
261,16.046022,-11.139224
262,1.1937666,-15.689036
263,0.5343947,-10.432978
264,-3.857081,-18.87101
265,-2.0474489,-13.476736
266,-3.8157375,-18.71337
267,1.0838865,-14.354037
268,14.7298,-11.173513
269,-0.37140155,-13.948554
270,-3.7169955,-15.890077
271,-5.3990293,42.104717
272,2.9698973,-12.155269
273,0.1519816,-16.081148
274,-3.7949893,-20.734804
275,-2.3335423,-16.018555
276,13.538044,-11.168324
277,14.318798,-11.190313
278,-20.81073,-36.467323
279,-2.5987856,-17.880985
280,-6.239312,-17.279736
281,0.00611201,-13.076832
282,10.562808,-10.5616045
283,-6.424294,-13.373134
284,-39.782444,-4.809532
285,-5.6533217,-13.354629
286,-3.6163838,-19.813164
287,-16.003372,24.925522
288,15.921551,-11.099005
289,1.4442044,-13.81418
290,-0.82183725,-18.260769
291,13.204047,-9.745368
292,-2.046863,-10.48027
293,1.6534035,-13.485588
294,-34.275158,-6.4898953
295,14.556232,-9.020012
296,-33.835953,-6.085845
297,2.332411,-10.215356
298,15.275182,-9.539177
299,-6.3599625,-17.141384
300,-2.3729892,-13.770931
301,42.60043,7.4071074
302,2.7724009,-13.775788
303,-2.3156388,-16.08692
304,-2.5656946,-11.758548
305,0.74594057,-12.417989
306,-5.0704217,-13.413739
307,-1.3423437,-10.238648
308,-3.7010233,-20.04103
309,-39.90668,-4.706263
310,4.3841686,-13.031529
311,-20.727015,-43.318127
312,-20.83579,-43.302464
313,-9.995868,9.841925
314,2.9140294,-12.882826
315,2.3354516,-13.661621
316,2.6896493,-15.079006
317,-1.649874,-10.7736435
318,-1.8745986,-12.658221
319,-49.914436,-34.133366
320,-4.47041,-18.848272
321,3.7087924,-12.488138
322,-19.963703,-43.65371
323,1.6250486,-12.658982
324,-2.1699271,-18.72441
325,-5.397956,42.10859
326,1.4971038,-11.58332
327,-1.3461657,-12.423258
328,40.67329,-42.722195
329,47.8574,-39.1375
330,41.575935,-38.868603
331,47.084,-40.255108
332,42.70237,-43.702335
333,39.33864,-45.016724
334,49.6921,-39.53604
335,42.983864,-42.421474
336,41.65515,-38.895332
337,-70.817856,-15.161337
338,37.923897,-38.060726
339,39.34955,-45.030018
340,42.8021,-42.24913
341,32.09196,9.553453
342,47.960644,-42.267315
343,46.6364,-41.951088
344,48.770008,-40.79711
345,43.771404,-42.336773
346,8.007729,28.559956
347,35.96332,14.043411
348,-34.717457,-47.504467
349,42.884846,-35.856735
350,-70.81864,-15.159738
351,47.827553,-42.848957
352,40.53721,-42.877483
353,47.711082,-41.703644
354,44.885433,-34.820225
355,44.909798,-34.67134
356,48.35314,-40.7488
357,48.76219,-42.33881
358,46.75881,-40.570095
359,15.831083,-37.71707
360,43.414272,-38.14481
361,45.514954,-42.25835
362,45.150116,-32.620926
363,48.359707,-40.70498
364,8.7408695,-40.5093
365,9.745362,-39.62997
366,14.904542,-42.5718
367,15.007986,-40.016888
368,14.090956,-46.884556
369,12.026718,-42.840378
370,13.309255,-42.205647
371,10.433748,-39.602173
372,2.160107,-30.239096
373,9.440898,-41.777866
374,12.8042965,-42.232662
375,11.690907,-36.868187
376,6.9340577,-40.5624
377,15.142184,-37.591908
378,4.734812,-48.779724
379,13.294361,-36.176437
380,11.622955,-39.882042
381,12.527881,-42.51856
382,10.840312,-41.47064
383,-1.0051134,-30.968914
384,14.260071,-38.19931
385,2.9203894,-39.522762
386,8.001285,-42.8146
387,10.373463,-44.618427
388,12.227112,-38.54289
389,13.110352,-43.83926
390,13.569215,-38.79813
391,-2.9581273,-38.161644
392,10.1460495,-41.12843
393,7.0981374,-45.370213
394,8.018484,-42.810097
395,-0.5063166,-39.329025
396,8.017769,-42.77506
397,8.868214,-41.623455
398,12.730543,-45.14509
399,4.987208,-44.26499
400,12.268412,-41.531796
401,2.9932165,-38.48033
402,7.065374,-43.770603
403,15.206597,-43.15193
404,12.207875,-40.517437
405,-3.0621145,-38.651806
406,9.344346,-39.19326
407,5.1644144,-49.14729
408,10.484577,-42.676876
409,10.3855505,-40.339
410,11.368402,-39.333164
411,4.8797736,-48.366066
412,5.96113,-42.780575
413,8.510117,-39.539455
414,5.0683894,-38.90889
415,-0.23069698,-39.486507
416,7.340266,-41.997616
417,3.782342,-49.503242
418,18.120714,-35.96551
419,-17.210901,-16.767265
420,14.836901,-40.890427
421,-1.5258878,-39.486763
422,13.075948,-40.042145
423,34.623585,19.992981
424,-3.5703688,-36.69674
