,0,1
0,5.956067,-59.780987
1,6.1943617,-61.46018
2,7.8012257,-59.06331
3,6.6573005,-60.36495
4,4.12245,-63.178635
5,9.533113,-57.33409
6,6.781717,-60.200657
7,6.197024,-60.33219
8,5.1558723,-63.670387
9,7.111769,-61.59669
10,5.176721,-60.422745
11,4.9582186,-61.28269
12,6.341686,-58.373573
13,5.1264143,-56.263733
14,8.3953,-58.4293
15,5.3696666,-63.39614
16,5.03216,-60.29357
17,6.6766267,-59.08709
18,4.395825,-57.54625
19,6.9178534,-57.502388
20,3.8972676,-62.40068
21,5.358687,-62.425667
22,5.759459,-60.77307
23,7.922426,-63.0362
24,6.134987,-59.139816
25,5.19106,-62.43852
26,7.274343,-55.95418
27,6.450895,-61.491913
28,3.689996,-61.370678
29,8.7537985,-59.517185
30,4.0194254,-59.55382
31,9.799019,-60.62025
32,7.3497286,-58.953403
33,6.309534,-61.523846
34,4.1181273,-63.094303
35,9.092385,-62.55686
36,5.463442,-64.236855
37,6.974607,-61.858738
38,8.374901,-58.495842
39,6.5839734,-64.17077
40,6.571093,-60.519238
41,3.3055084,-60.289684
42,6.059898,-57.203255
43,8.370309,-61.85609
44,3.4945498,-61.738575
45,4.2870684,-63.08557
46,5.8250513,-59.290867
47,9.544859,-60.180206
48,4.9252405,-64.18863
49,59.004253,-0.8918719
50,7.9682074,-63.211174
51,7.839394,-64.49832
52,3.0583503,-62.50418
53,6.9423223,-62.744316
54,6.2628856,-59.617775
55,10.171355,-58.9061
56,2.8423982,-58.115543
57,6.720298,-59.03914
58,4.952169,-59.009636
59,5.7783823,-59.566628
60,5.733009,-60.770073
61,5.667538,-60.396843
62,3.7459135,-60.004845
63,5.635068,-62.8471
64,10.387756,-61.207027
65,4.9223676,-60.291264
66,9.780153,-60.797344
67,7.9925117,-61.97442
68,7.8806367,-60.662426
69,7.624422,-60.31867
70,5.2048497,-58.803284
71,9.661018,-60.83996
72,2.8310394,-58.132126
73,5.678935,-65.23724
74,5.4644594,-60.3275
75,5.118909,-56.018753
76,6.1353645,-61.155197
77,7.0734134,-60.760227
78,4.2796626,-58.58311
79,4.9656286,-59.843918
80,6.4971156,-63.885033
81,8.600298,-63.963078
82,5.1248097,-55.997494
83,9.306608,-57.47566
84,9.842029,-62.90149
85,10.504832,-59.00955
86,5.3442063,-57.692337
87,7.299178,-55.932407
88,6.5881677,-62.086014
89,6.7441254,-58.146717
90,6.260748,-63.794743
91,8.271359,-59.793236
92,18.10359,74.22656
93,16.367496,74.794014
94,18.76102,75.2993
95,16.74427,73.87526
96,21.623217,76.20236
97,21.093102,75.35374
98,16.343801,77.590645
99,20.829706,73.88509
100,20.15814,74.17535
101,15.423199,75.2174
102,18.564426,71.71844
103,21.063793,79.85214
104,17.573301,75.52273
105,21.502914,73.96147
106,19.383774,76.05093
107,21.578325,77.39727
108,19.461294,75.33168
109,15.352103,74.937164
110,19.94631,75.2848
111,24.97887,75.890884
112,21.544744,76.816864
113,18.285027,76.28355
114,22.13193,76.73363
115,21.578596,79.73767
116,21.564922,75.229004
117,18.704876,71.50992
118,20.884089,76.438416
119,19.530602,76.85743
120,21.604452,79.67531
121,19.030928,73.30281
122,20.811045,76.624405
123,17.595724,74.39913
124,22.378805,73.52937
125,19.826454,74.25486
126,16.504133,75.0881
127,24.98604,75.89984
128,17.011353,74.741745
129,16.196926,72.79158
130,16.670881,77.140076
131,17.48918,75.05499
132,16.05614,74.531654
133,19.941557,76.61648
134,16.677116,74.42907
135,19.977835,77.22371
136,18.36915,76.68158
137,21.368618,79.583885
138,18.563765,76.262245
139,16.936588,74.196434
140,22.049953,75.60732
141,19.05789,76.13345
142,18.038887,75.01045
143,21.255514,77.343506
144,17.560947,75.70605
145,24.984028,75.89516
146,17.845293,75.618546
147,15.497897,73.65046
148,20.882301,76.20074
149,24.958364,75.90599
150,18.593105,74.60308
151,19.845852,78.330185
152,16.467302,76.65868
153,22.309355,72.76207
154,17.677376,75.410164
155,17.764305,72.51414
156,17.478258,73.38123
157,22.107729,74.287094
158,20.098688,76.84056
159,18.011623,74.45776
160,21.704918,76.34544
161,16.239767,74.86938
162,21.543697,75.20782
163,18.218988,76.36698
164,15.271049,74.317215
165,20.98414,75.70347
166,15.854123,74.416916
167,20.683853,75.81079
168,21.438745,72.94434
169,16.863297,75.41207
170,17.438778,74.90606
171,14.279356,75.88012
172,21.391466,74.05754
173,17.848043,75.92342
174,-19.537842,-62.20993
175,-21.662216,-62.01269
176,-21.949333,-61.821186
177,-17.605577,-64.93572
178,-20.301435,-61.61506
179,-21.69449,-63.808716
180,-19.277563,-62.01746
181,-19.254978,-62.53079
182,-18.526966,-63.85095
183,-17.791819,-63.3182
184,-17.682264,-62.540413
185,-22.262741,-62.53135
186,-17.686548,-64.94663
187,-18.060072,-64.16822
188,-18.062693,-62.87534
189,-17.72722,-61.526917
190,-19.247171,-63.330738
191,-17.10638,-63.36941
192,-20.791235,-63.105362
193,-17.070742,-57.86392
194,-19.257462,-62.052536
195,-18.822441,-62.66613
196,-17.189735,-63.681377
197,-19.344254,-60.266243
198,-16.622652,-62.47093
199,-16.44861,-61.779255
200,-17.266167,-62.107594
201,-19.844954,-58.216167
202,-16.239958,-62.508022
203,-16.62951,-62.401726
204,-20.732258,-63.74974
205,-21.236588,-62.652164
206,-16.119373,-63.1257
207,-19.814156,-62.645214
208,-18.27645,-62.23206
209,-22.660358,-62.3588
210,-17.120512,-61.94343
211,-18.807468,-63.348076
212,-16.149925,-63.12255
213,-19.622828,-65.04845
214,-18.680965,-61.640537
215,-21.337381,-65.61623
216,-18.300491,-62.97128
217,-19.505915,-62.53696
218,-18.743986,-61.464134
219,-19.010548,-64.27204
220,-20.592306,-67.21883
221,-15.145835,-63.761887
222,-19.817543,-58.883514
223,-16.09814,-61.730328
224,-14.231104,-61.96926
225,-14.358929,-62.34839
226,-21.249397,-65.41296
227,-19.662708,-63.49059
228,-18.788286,-66.3556
229,-18.75518,-66.03745
230,-14.898507,-61.170918
231,-14.333019,-62.546566
232,-14.965629,-63.76811
233,-13.982278,-62.16425
234,-18.515669,-66.10375
235,-21.145355,-66.00618
236,-21.028912,-61.548824
237,-20.851027,-66.67012
238,-20.47774,-67.53873
239,-17.569517,-63.08833
240,-14.911589,-61.112976
241,-20.591982,-67.26301
242,-21.167784,-65.928665
243,-20.602942,-67.238235
244,-21.624714,-65.93013
245,-19.719198,-60.62153
246,32.700634,-54.46075
247,27.758034,-53.649864
